Approval Date,Approval Date,Company
2018-11-26,11/26/2018,LLY
2018-11-29,11/29/2018,AZN
2018-11-29,11/29/2018,NVS
2018-11-29,11/29/2018,EQRR
2018-11-30,11/30/2018,GILD
2018-12-03,12/03/2018,PFE
2018-12-04,12/04/2018,NVO
2018-12-04,12/04/2018,EQRR
2018-12-06,12/06/2018,NVS
2018-12-06,12/06/2018,ABBV
2018-12-06,12/06/2018,SCPL
2018-12-06,12/06/2018,NATR
2018-12-07,12/07/2018,SCPL
2018-12-07,12/07/2018,FNB-E
2018-12-07,12/07/2018,NATR
2018-12-10,12/10/2018,GILD
2018-12-11,12/11/2018,LLY
2018-12-11,12/11/2018,GILD
2018-12-11,12/11/2018,MRK
2018-12-11,12/11/2018,BMRN
2018-12-12,12/12/2018,PKE
2018-12-12,12/12/2018,NVS
2018-12-12,12/12/2018,MRK
2018-12-14,12/14/2018,NVS
2018-12-14,12/14/2018,AMGN
2018-12-17,12/17/2018,BMY
2018-12-17,12/17/2018,CEL.P
2018-12-17,12/17/2018,AMRX
2018-12-18,12/18/2018,NVS
2018-12-19,12/19/2018,ABBV
2018-12-19,12/19/2018,AZN
2018-12-20,12/20/2018,LLY
2018-12-20,12/20/2018,CTVA
2018-12-20,12/20/2018,CEL.P
2018-12-20,12/20/2018,PFE
2018-12-20,12/20/2018,AMGN
2018-12-21,12/21/2018,GSK
2018-12-21,12/21/2018,AMP
2018-12-21,12/21/2018,NVS
2018-12-21,12/21/2018,AZN
2018-12-21,12/21/2018,MRK
2018-12-21,12/21/2018,CEL.P
2018-12-21,12/21/2018,HZNP
2018-12-21,12/21/2018,SCPL
2018-12-21,12/21/2018,ACOR
2018-12-21,12/21/2018,EQRR
2018-12-26,12/26/2018,AMRX
2018-12-27,12/27/2018,CEL.P
2018-12-27,12/27/2018,PKE
2018-12-27,12/27/2018,NVS
2018-12-28,12/28/2018,GILD
2018-12-28,12/28/2018,ALKS
2018-12-31,12/31/2018,TARO
2018-12-31,12/31/2018,GOL
2018-02-01,02/01/2018,PFE
2018-02-01,02/01/2018,RBCN
2018-02-01,02/01/2018,GOLD
2018-02-02,02/02/2018,GILD
2018-02-06,02/06/2018,OGN
2018-02-06,02/06/2018,GILD
2018-02-06,02/06/2018,PFE
2018-02-06,02/06/2018,AZN
2018-02-07,02/07/2018,GILD
2018-02-08,02/08/2018,CEL.P
2018-02-09,02/09/2018,OGN
2018-02-09,02/09/2018,CEL.P
2018-02-09,02/09/2018,AMRX
2018-02-12,02/12/2018,PFE
2018-02-13,02/13/2018,CEL.P
2018-02-13,02/13/2018,GOL
2018-02-15,02/15/2018,LLY
2018-02-15,02/15/2018,CEL.P
2018-02-15,02/15/2018,AMRX
2018-02-16,02/16/2018,NVS
2018-02-16,02/16/2018,ADMS
2018-02-20,02/20/2018,BHC
2018-02-26,02/26/2018,GSK
2018-02-26,02/26/2018,LLY
2018-02-28,02/28/2018,PFE
2018-02-28,02/28/2018,OGN
2018-02-28,02/28/2018,RDHL
2018-03-01,03/01/2018,NVS
2018-03-01,03/01/2018,PFE
2018-03-02,03/02/2018,TEVA
2018-03-05,03/05/2018,CEL.P
2018-03-06,03/06/2018,PFE
2018-03-06,03/06/2018,ABBV
2018-03-06,03/06/2018,NVO
2018-03-07,03/07/2018,GOL
2018-03-07,03/07/2018,GOLD
2018-03-08,03/08/2018,SCPL
2018-03-09,03/09/2018,PFE
2018-03-09,03/09/2018,AZN
2018-03-09,03/09/2018,NVS
2018-03-09,03/09/2018,EQRR
2018-03-13,03/13/2018,MRK
2018-03-14,03/14/2018,CTVA
2018-03-15,03/15/2018,PFE
2018-03-15,03/15/2018,AMGN
2018-03-16,03/16/2018,CTVA
2018-03-16,03/16/2018,LLY
2018-03-19,03/19/2018,AMRX
2018-03-20,03/20/2018,NVS
2018-03-20,03/20/2018,PFE
2018-03-20,03/20/2018,GOL
2018-03-22,03/22/2018,NVS
2018-03-22,03/22/2018,GILD
2018-03-23,03/23/2018,OGN
2018-03-26,03/26/2018,OGN
2018-03-26,03/26/2018,NVO
2018-03-26,03/26/2018,TARO
2018-03-27,03/27/2018,LLY
2018-03-28,03/28/2018,NVS
2018-03-29,03/29/2018,AMGN
2018-04-01,04/01/2018,PFE
2018-04-02,04/02/2018,SNY
2018-04-03,04/03/2018,PFE
2018-04-03,04/03/2018,AZN
2018-04-04,04/04/2018,PKE
2018-04-05,04/05/2018,GOL
2018-04-06,04/06/2018,CLVS
2018-04-09,04/09/2018,PFE
2018-04-09,04/09/2018,CTVA
2018-04-10,04/10/2018,OGN
2018-04-10,04/10/2018,NVS
2018-04-10,04/10/2018,AMGN
2018-04-10,04/10/2018,REGN
2018-04-12,04/12/2018,GSK
2018-04-13,04/13/2018,CEL.P
2018-04-16,04/16/2018,PFE
2018-04-16,04/16/2018,CEL.P
2018-04-17,04/17/2018,CHNG
2018-04-17,04/17/2018,LLY
2018-04-17,04/17/2018,GOL
2018-04-18,04/18/2018,NVO
2018-04-18,04/18/2018,LLY
2018-04-18,04/18/2018,GSK
2018-04-18,04/18/2018,CEL.P
2018-04-18,04/18/2018,BMY
2018-04-18,04/18/2018,AZN
2018-04-19,04/19/2018,OGN
2018-04-19,04/19/2018,PFE
2018-04-19,04/19/2018,LLY
2018-04-20,04/20/2018,SCPL
2018-04-20,04/20/2018,NVS
2018-04-23,04/23/2018,MRK
2018-04-23,04/23/2018,TARO
2018-04-23,04/23/2018,NVS
2018-04-24,04/24/2018,MNKD
2018-04-24,04/24/2018,GSK
2018-04-25,04/25/2018,PFE
2018-04-26,04/26/2018,CHNG
2018-04-27,04/27/2018,SCPL
2018-04-30,04/30/2018,ABBV
2018-04-30,04/30/2018,NVS
2018-05-01,05/01/2018,PFE
2018-05-02,05/02/2018,GOLD
2018-05-03,05/03/2018,BCRX
2018-05-04,05/04/2018,NVS
2018-05-04,05/04/2018,NATR
2018-05-04,05/04/2018,SCPL
2018-05-07,05/07/2018,GSK
2018-05-10,05/10/2018,NVS
2018-05-11,05/11/2018,NVS
2018-05-14,05/14/2018,CTVA
2018-05-14,05/14/2018,ACI.S
2018-05-14,05/14/2018,WNEB
2018-05-14,05/14/2018,SCPL
2018-05-15,05/15/2018,GILD
2018-05-17,05/17/2018,LLY
2018-05-17,05/17/2018,GSK
2018-05-17,05/17/2018,AMGN
2018-05-18,05/18/2018,PFE
2018-05-18,05/18/2018,ABBV
2018-05-18,05/18/2018,ATH.U
2018-05-18,05/18/2018,AMGN
2018-05-18,05/18/2018,AZN
2018-05-21,05/21/2018,OSMT
2018-05-24,05/24/2018,BMRN
2018-05-25,05/25/2018,LLY
2018-05-25,05/25/2018,PRGO
2018-05-25,05/25/2018,NVS
2018-05-25,05/25/2018,TARO
2018-05-25,05/25/2018,AMRX
2018-05-29,05/29/2018,TXMD
2018-05-31,05/31/2018,GSK
2018-05-31,05/31/2018,LLY
2018-06-01,06/01/2018,PRGO
2018-06-04,06/04/2018,LLY
2018-06-04,06/04/2018,AMYT
2018-06-04,06/04/2018,AMRX
2018-06-05,06/05/2018,GSK
2018-06-05,06/05/2018,PFE
2018-06-05,06/05/2018,TARO
2018-06-07,06/07/2018,WWD
2018-06-07,06/07/2018,AZN
2018-06-07,06/07/2018,BFAM
2018-06-07,06/07/2018,AMGN
2018-06-07,06/07/2018,AYTU
2018-06-08,06/08/2018,LLY
2018-06-08,06/08/2018,UTHR
2018-06-08,06/08/2018,ABBV
2018-06-11,06/11/2018,RBCN
2018-06-12,06/12/2018,AZN
2018-06-12,06/12/2018,SCPL
2018-06-12,06/12/2018,GOL
2018-06-15,06/15/2018,SCPL
2018-06-15,06/15/2018,AMRX
2018-06-18,06/18/2018,PFE
2018-06-18,06/18/2018,CEL.P
2018-06-18,06/18/2018,AMGN
2018-06-18,06/18/2018,EQRR
2018-06-19,06/19/2018,GOL
2018-06-19,06/19/2018,SCPL
2018-06-21,06/21/2018,BHC
2018-06-21,06/21/2018,GSK
2018-06-21,06/21/2018,NVS
2018-06-22,06/22/2018,OGN
2018-06-22,06/22/2018,CEL.P
2018-06-27,06/27/2018,LLY
2018-06-28,06/28/2018,AGEN
2018-06-28,06/28/2018,CEL.P
2018-06-28,06/28/2018,AYTU
2018-06-28,06/28/2018,PBYI
2018-06-28,06/28/2018,DERM
2018-06-29,06/29/2018,LLY
2018-06-29,06/29/2018,GOL
2018-06-29,06/29/2018,EQRR
2018-07-02,07/02/2018,SCPL
2018-07-02,07/02/2018,EQRR
2018-07-03,07/03/2018,NVS
2018-07-03,07/03/2018,GILD
2018-07-05,07/05/2018,AZN
2018-07-05,07/05/2018,AMRX
2018-07-06,07/06/2018,NVO
2018-07-06,07/06/2018,LLY
2018-07-09,07/09/2018,NATR
2018-07-10,07/10/2018,CEL.P
2018-07-12,07/12/2018,SCPL
2018-07-13,07/13/2018,SIGA
2018-07-13,07/13/2018,AMRX
2018-07-16,07/16/2018,SCPL
2018-07-17,07/17/2018,GSK
2018-07-18,07/18/2018,NVS
2018-07-19,07/19/2018,AMRX
2018-07-20,07/20/2018,GSK
2018-07-22,07/22/2018,NVO
2018-07-23,07/23/2018,GOL
2018-07-23,07/23/2018,ABBV
2018-07-24,07/24/2018,PFE
2018-07-24,07/24/2018,NVS
2018-07-25,07/25/2018,FMS
2018-07-25,07/25/2018,GILD
2018-07-25,07/25/2018,AMGN
2018-07-25,07/25/2018,PLXP
2018-07-26,07/26/2018,ABBV
2018-07-26,07/26/2018,WNEB
2018-07-27,07/27/2018,GILD
2018-07-27,07/27/2018,GOL
2018-07-30,07/30/2018,UTHR
2018-07-30,07/30/2018,GILD
2018-08-01,08/01/2018,BHC
2018-08-01,08/01/2018,PFE
2018-08-01,08/01/2018,GILD
2018-08-02,08/02/2018,GSK
2018-08-02,08/02/2018,ABBV
2018-08-02,08/02/2018,AMRX
2018-08-03,08/03/2018,NVS
2018-08-03,08/03/2018,SCPL
2018-08-06,08/06/2018,MRK
2018-08-06,08/06/2018,ABBV
2018-08-07,08/07/2018,GILD
2018-08-09,08/09/2018,SCPL
2018-08-09,08/09/2018,GOL
2018-08-09,08/09/2018,NVO
2018-08-09,08/09/2018,LLY
2018-08-10,08/10/2018,PFE
2018-08-10,08/10/2018,NVS
2018-08-10,08/10/2018,AZN
2018-08-10,08/10/2018,NBIX
2018-08-10,08/10/2018,TXMD
2018-08-14,08/14/2018,LLY
2018-08-16,08/16/2018,REGN
2018-08-16,08/16/2018,CEL.P
2018-08-17,08/17/2018,PFE
2018-08-17,08/17/2018,LLY
2018-08-21,08/21/2018,NVS
2018-08-21,08/21/2018,AMRX
2018-08-22,08/22/2018,GOLD
2018-08-22,08/22/2018,AZN
2018-08-22,08/22/2018,AMRX
2018-08-24,08/24/2018,TARO
2018-08-28,08/28/2018,AZN
2018-08-30,08/30/2018,GSK
2018-08-30,08/30/2018,CTVA
2018-08-31,08/31/2018,GSK
2018-09-04,09/04/2018,NVO
2018-09-05,09/05/2018,NVS
2018-09-05,09/05/2018,LLY
2018-09-07,09/07/2018,SCPL
2018-09-07,09/07/2018,ABBV
2018-09-13,09/13/2018,IPHA
2018-09-17,09/17/2018,AMRX
2018-09-18,09/18/2018,AGEN
2018-09-18,09/18/2018,EQRR
2018-09-18,09/18/2018,CTVA
2018-09-18,09/18/2018,GOLD
2018-09-19,09/19/2018,CHNG
2018-09-19,09/19/2018,SCPL
2018-09-20,09/20/2018,CTVA
2018-09-21,09/21/2018,AGEN
2018-09-21,09/21/2018,LLY
2018-09-24,09/24/2018,NVO
2018-09-26,09/26/2018,LLY
2018-09-26,09/26/2018,AZN
2018-09-27,09/27/2018,AZN
2018-09-27,09/27/2018,NVS
2018-09-27,09/27/2018,PFE
2018-09-27,09/27/2018,LLY
2018-09-28,09/28/2018,ABBV
2018-09-28,09/28/2018,NATR
2018-09-28,09/28/2018,INSM
2018-09-28,09/28/2018,GOL
2017-10-04,10/04/2017,NVS
2017-10-05,10/05/2017,PFE
2017-10-05,10/05/2017,ABBV
2017-10-05,10/05/2017,NVS
2017-10-05,10/05/2017,EXEL
2017-10-10,10/10/2017,CEL.P
2017-10-10,10/10/2017,INCY
2017-10-11,10/11/2017,LLY
2017-10-13,10/13/2017,ABBV
2017-10-13,10/13/2017,GSK
2017-10-16,10/16/2017,SNY
2017-10-16,10/16/2017,PANA
2017-10-16,10/16/2017,TARO
2017-10-17,10/17/2017,GSK
2017-10-18,10/18/2017,GSK
2017-10-18,10/18/2017,CTVA
2017-10-19,10/19/2017,UTHR
2017-10-20,10/20/2017,CEL.P
2017-10-20,10/20/2017,PRGO
2017-10-23,10/23/2017,AZN
2017-10-25,10/25/2017,PKE
2017-10-25,10/25/2017,PFE
2017-10-25,10/25/2017,CTVA
2017-10-25,10/25/2017,TARO
2017-10-27,10/27/2017,PFE
2017-10-27,10/27/2017,SCPL
2017-10-31,10/31/2017,AMGN
2017-10-31,10/31/2017,AZN
2017-11-01,11/01/2017,NVS
2017-11-01,11/01/2017,PFE
2017-11-01,11/01/2017,AMRX
2017-11-01,11/01/2017,AHL-C
2017-11-01,11/01/2017,WWD
2017-11-01,11/01/2017,BIIB
2017-11-03,11/03/2017,NVS
2017-11-03,11/03/2017,GOLD
2017-11-06,11/06/2017,AMRX
2017-11-07,11/07/2017,AMRX
2017-11-08,11/08/2017,BHC
2017-11-09,11/09/2017,CHNG
2017-11-09,11/09/2017,CEL.P
2017-11-09,11/09/2017,GILD
2017-11-09,11/09/2017,GOL
2017-11-09,11/09/2017,ABBV
2017-11-09,11/09/2017,BMY
2017-11-09,11/09/2017,TARO
2017-11-12,11/12/2017,PFE
2017-11-14,11/14/2017,AZN
2017-11-15,11/15/2017,CTVA
2017-11-15,11/15/2017,TARO
2017-11-16,11/16/2017,PFE
2017-11-16,11/16/2017,SCPL
2017-11-16,11/16/2017,EXEL
2017-11-17,11/17/2017,NVS
2017-11-20,11/20/2017,PLXP
2017-11-20,11/20/2017,NVS
2017-11-20,11/20/2017,GOL
2017-11-21,11/21/2017,PFE
2017-11-21,11/21/2017,SCPL
2017-11-21,11/21/2017,BFAM
2017-11-21,11/21/2017,GOL
2017-11-22,11/22/2017,GILD
2017-11-27,11/27/2017,ATNX
2017-11-28,11/28/2017,CTVA
2017-11-28,11/28/2017,RBCN
2017-11-29,11/29/2017,CEL.P
2017-11-29,11/29/2017,GILD
2017-11-30,11/30/2017,AMGN
2017-12-01,12/01/2017,LLY
2017-12-01,12/01/2017,AMGN
2017-12-05,12/05/2017,SCPL
2017-12-05,12/05/2017,NVO
2017-12-06,12/06/2017,PFE
2017-12-06,12/06/2017,INCY
2017-12-08,12/08/2017,GILD
2017-12-08,12/08/2017,OMER
2017-12-08,12/08/2017,XENT
2017-12-09,12/09/2017,AMGN
2017-12-11,12/11/2017,GSK
2017-12-11,12/11/2017,AMRX
2017-12-11,12/11/2017,ABBV
2017-12-12,12/12/2017,LLY
2017-12-12,12/12/2017,NVO
2017-12-13,12/13/2017,CEL.P
2017-12-13,12/13/2017,PFE
2017-12-14,12/14/2017,GSK
2017-12-14,12/14/2017,ABBV
2017-12-14,12/14/2017,PFE
2017-12-14,12/14/2017,ACRS
2017-12-15,12/15/2017,NVS
2017-12-15,12/15/2017,BHC
2017-12-15,12/15/2017,BIIB
2017-12-15,12/15/2017,AMRX
2017-12-17,12/17/2017,NVS
2017-12-18,12/18/2017,CEL.P
2017-12-18,12/18/2017,NVS
2017-12-18,12/18/2017,WNEB
2017-12-18,12/18/2017,AMRX
2017-12-19,12/19/2017,CEL.P
2017-12-19,12/19/2017,BMY
2017-12-19,12/19/2017,LLY
2017-12-19,12/19/2017,OSMT
2017-12-19,12/19/2017,EXEL
2017-12-20,12/20/2017,AZN
2017-12-20,12/20/2017,OGN
2017-12-20,12/20/2017,LCI
2017-12-20,12/20/2017,CEL.P
2017-12-20,12/20/2017,NVO
2017-12-20,12/20/2017,ABBV
2017-12-20,12/20/2017,TEVA
2017-12-21,12/21/2017,NVS
2017-12-21,12/21/2017,LJPC
2017-12-22,12/22/2017,NVS
2017-12-22,12/22/2017,BFAM
2017-12-26,12/26/2017,GSK
2017-07-05,07/05/2017,PFE
2017-07-05,07/05/2017,NVS
2017-07-05,07/05/2017,LLY
2017-07-06,07/06/2017,GSK
2017-07-06,07/06/2017,BFAM
2017-07-07,07/07/2017,NVS
2017-07-10,07/10/2017,SNY
2017-07-11,07/11/2017,AMGN
2017-07-13,07/13/2017,PFE
2017-07-13,07/13/2017,LLY
2017-07-17,07/17/2017,GOL
2017-07-17,07/17/2017,PBYI
2017-07-18,07/18/2017,MDRX
2017-07-18,07/18/2017,GILD
2017-07-19,07/19/2017,BHC
2017-07-19,07/19/2017,NVS
2017-07-19,07/19/2017,GOL
2017-07-21,07/21/2017,BHC
2017-07-21,07/21/2017,NVS
2017-07-21,07/21/2017,GSK
2017-07-21,07/21/2017,GILD
2017-07-21,07/21/2017,CEL.P
2017-07-24,07/24/2017,LCI
2017-07-26,07/26/2017,PFE
2017-07-26,07/26/2017,BHC
2017-07-27,07/27/2017,AYTU
2017-07-28,07/28/2017,GOL
2017-07-28,07/28/2017,AMRX
2017-07-28,07/28/2017,OSMT
2017-07-31,07/31/2017,CEL.P
2017-08-01,08/01/2017,LLY
2017-08-01,08/01/2017,RDHL
2017-08-01,08/01/2017,GILD
2017-08-02,08/02/2017,ABBV
2017-08-02,08/02/2017,AMYT
2017-08-03,08/03/2017,SCPL
2017-08-03,08/03/2017,ABBV
2017-08-04,08/04/2017,NVS
2017-08-04,08/04/2017,AMP
2017-08-04,08/04/2017,OGN
2017-08-07,08/07/2017,EQRR
2017-08-08,08/08/2017,GSK
2017-08-08,08/08/2017,NVS
2017-08-09,08/09/2017,PFE
2017-08-09,08/09/2017,MRK
2017-08-09,08/09/2017,GOLD
2017-08-10,08/10/2017,CEL.P
2017-08-11,08/11/2017,GSK
2017-08-14,08/14/2017,CEL.P
2017-08-15,08/15/2017,EQRR
2017-08-15,08/15/2017,GILD
2017-08-16,08/16/2017,PFE
2017-08-17,08/17/2017,AZN
2017-08-21,08/21/2017,PRGO
2017-08-21,08/21/2017,GILD
2017-08-21,08/21/2017,GOL
2017-08-22,08/22/2017,PFE
2017-08-22,08/22/2017,GSK
2017-08-23,08/23/2017,GSK
2017-08-24,08/24/2017,ADMS
2017-08-25,08/25/2017,MRK
2017-08-25,08/25/2017,AZN
2017-08-25,08/25/2017,WNEB
2017-08-28,08/28/2017,GILD
2017-08-28,08/28/2017,AMRX
2017-08-28,08/28/2017,BIIB
2017-08-29,08/29/2017,AYTU
2017-08-30,08/30/2017,GILD
2017-08-31,08/31/2017,AZN
2017-09-05,09/05/2017,CTVA
2017-09-06,09/06/2017,MMM
2017-09-06,09/06/2017,NVS
2017-09-06,09/06/2017,CEL.P
2017-09-06,09/06/2017,BFRA
2017-09-08,09/08/2017,PFE
2017-09-08,09/08/2017,EQRR
2017-09-08,09/08/2017,AMRX
2017-09-11,09/11/2017,GSK
2017-09-11,09/11/2017,AZN
2017-09-11,09/11/2017,PFE
2017-09-13,09/13/2017,LLY
2017-09-13,09/13/2017,BHC
2017-09-14,09/14/2017,PFE
2017-09-14,09/14/2017,WWD
2017-09-14,09/14/2017,AMGN
2017-09-18,09/18/2017,CTVA
2017-09-18,09/18/2017,GOL
2017-09-18,09/18/2017,GSK
2017-09-19,09/19/2017,MRK
2017-09-20,09/20/2017,BCRX
2017-09-20,09/20/2017,EQRR
2017-09-22,09/22/2017,NVS
2017-09-22,09/22/2017,CEL.P
2017-09-24,09/24/2017,BFAM
2017-09-25,09/25/2017,GILD
2017-09-26,09/26/2017,NVS
2017-09-27,09/27/2017,GSK
2017-09-27,09/27/2017,GILD
2017-09-28,09/28/2017,PFE
2017-09-28,09/28/2017,OGN
2017-09-28,09/28/2017,GOL
2017-09-28,09/28/2017,GILD
2017-09-28,09/28/2017,LLY
2017-09-29,09/29/2017,ABBV
2017-09-29,09/29/2017,NVS
2017-09-29,09/29/2017,ACOR
2017-09-29,09/29/2017,MNKD
2017-09-29,09/29/2017,CTVA
2017-09-29,09/29/2017,AMGN
2017-09-29,09/29/2017,WNEB
2017-09-29,09/29/2017,NVO
2017-01-03,01/03/2017,AMGN
2017-01-03,01/03/2017,AMYT
2017-01-04,01/04/2017,NVS
2017-01-04,01/04/2017,LLY
2017-01-04,01/04/2017,OSMT
2017-01-04,01/04/2017,GOLD
2017-01-04,01/04/2017,CTVA
2017-01-04,01/04/2017,LCI
2017-01-04,01/04/2017,GILD
2017-01-06,01/06/2017,LLY
2017-01-06,01/06/2017,TARO
2017-01-09,01/09/2017,PFE
2017-01-09,01/09/2017,TARO
2017-01-10,01/10/2017,BHC
2017-01-10,01/10/2017,GSK
2017-01-10,01/10/2017,AMGN
2017-01-11,01/11/2017,PANA
2017-01-13,01/13/2017,AGEN
2017-01-13,01/13/2017,BHC
2017-01-13,01/13/2017,AYTU
2017-01-19,01/19/2017,NVS
2017-01-19,01/19/2017,OGN
2017-01-19,01/19/2017,BIIB
2017-01-23,01/23/2017,CEL.P
2017-01-23,01/23/2017,BHC
2017-01-23,01/23/2017,LLY
2017-01-23,01/23/2017,CTVA
2017-01-24,01/24/2017,AZN
