Approval Date,Approval Date,Company
2017-01-24,01/24/2017,UTHR
2017-01-24,01/24/2017,EBS
2017-01-25,01/25/2017,ABBV
2017-01-25,01/25/2017,AMGN
2017-01-25,01/25/2017,NVS
2017-01-26,01/26/2017,PFE
2017-01-26,01/26/2017,NVS
2017-01-26,01/26/2017,AZN
2017-01-27,01/27/2017,NVS
2017-01-27,01/27/2017,AZN
2017-01-27,01/27/2017,LLY
2017-01-27,01/27/2017,GILD
2017-01-27,01/27/2017,BMY
2017-01-27,01/27/2017,TEVA
2017-01-30,01/30/2017,CEL.P
2017-01-31,01/31/2017,PFE
2017-01-31,01/31/2017,AMGN
2017-01-31,01/31/2017,SNY
2017-02-01,02/01/2017,NVS
2017-02-02,02/02/2017,CEL.P
2017-02-02,02/02/2017,EQRR
2017-02-03,02/03/2017,GSK
2017-02-03,02/03/2017,NVS
2017-02-03,02/03/2017,LLY
2017-02-06,02/06/2017,WNEB
2017-02-08,02/08/2017,BHC
2017-02-09,02/09/2017,SNY
2017-02-09,02/09/2017,PTCT
2017-02-10,02/10/2017,PFE
2017-02-10,02/10/2017,WNEB
2017-02-10,02/10/2017,SCPL
2017-02-13,02/13/2017,PFE
2017-02-13,02/13/2017,WNEB
2017-02-13,02/13/2017,AMRX
2017-02-14,02/14/2017,GILD
2017-02-14,02/14/2017,ABBV
2017-02-14,02/14/2017,BMY
2017-02-15,02/15/2017,GILD
2017-02-17,02/17/2017,NVS
2017-02-17,02/17/2017,AYTU
2017-02-17,02/17/2017,AMRX
2017-02-21,02/21/2017,NVS
2017-02-21,02/21/2017,CTVA
2017-02-22,02/22/2017,CHNG
2017-02-23,02/23/2017,LLY
2017-02-23,02/23/2017,AZN
2017-02-23,02/23/2017,ABBV
2017-02-23,02/23/2017,PFE
2017-02-23,02/23/2017,JAZZ
2017-02-24,02/24/2017,NVS
2017-02-24,02/24/2017,ABBV
2017-02-27,02/27/2017,TARO
2017-02-27,02/27/2017,EQRR
2017-03-01,03/01/2017,UTHR
2017-03-03,03/03/2017,SCPL
2017-03-03,03/03/2017,PRGO
2017-03-03,03/03/2017,CEL.P
2017-03-03,03/03/2017,GOL
2017-03-06,03/06/2017,ABBV
2017-03-06,03/06/2017,GOL
2017-03-08,03/08/2017,NVS
2017-03-08,03/08/2017,GSK
2017-03-08,03/08/2017,ALIM
2017-03-09,03/09/2017,NVS
2017-03-09,03/09/2017,GOL
2017-03-09,03/09/2017,AZN
2017-03-13,03/13/2017,NVS
2017-03-14,03/14/2017,NVS
2017-03-14,03/14/2017,TARO
2017-03-15,03/15/2017,PFE
2017-03-16,03/16/2017,PFE
2017-03-17,03/17/2017,MRK
2017-03-17,03/17/2017,EQRR
2017-03-20,03/20/2017,NVS
2017-03-20,03/20/2017,ASRT
2017-03-21,03/21/2017,NVS
2017-03-22,03/22/2017,TARO
2017-03-22,03/22/2017,GOLD
2017-03-22,03/22/2017,GSK
2017-03-22,03/22/2017,ABBV
2017-03-23,03/23/2017,GSK
2017-03-23,03/23/2017,NVS
2017-03-24,03/24/2017,LLY
2017-03-24,03/24/2017,GSK
2017-03-24,03/24/2017,LCI
2017-03-27,03/27/2017,GSK
2017-03-27,03/27/2017,ABBV
2017-03-28,03/28/2017,SCPL
2017-03-28,03/28/2017,REGN
2017-03-29,03/29/2017,GSK
2017-03-29,03/29/2017,PFE
2017-03-30,03/30/2017,GSK
2017-03-30,03/30/2017,PFE
2017-03-30,03/30/2017,TARO
2017-03-30,03/30/2017,CEL.P
2017-03-30,03/30/2017,AZN
2017-04-02,04/02/2017,MRK
2017-04-03,04/03/2017,PFE
2017-04-05,04/05/2017,CHNG
2017-04-05,04/05/2017,CEL.P
2017-04-05,04/05/2017,CTVA
2017-04-06,04/06/2017,NVS
2017-04-07,04/07/2017,GILD
2017-04-07,04/07/2017,EQRR
2017-04-10,04/10/2017,NVS
2017-04-11,04/11/2017,NBIX
2017-04-12,04/12/2017,NVS
2017-04-13,04/13/2017,AMGN
2017-04-17,04/17/2017,CHNG
2017-04-17,04/17/2017,CTVA
2017-04-20,04/20/2017,TARO
2017-04-21,04/21/2017,GILD
2017-04-21,04/21/2017,ABBV
2017-04-24,04/24/2017,NVS
2017-04-25,04/25/2017,CEL.P
2017-04-26,04/26/2017,NVO
2017-04-27,04/27/2017,ABBV
2017-04-27,04/27/2017,BMRN
2017-04-28,04/28/2017,LLY
2017-04-28,04/28/2017,GSK
2017-04-28,04/28/2017,ABBV
2017-04-28,04/28/2017,HZNP
2017-04-28,04/28/2017,NVS
2017-05-02,05/02/2017,PFE
2017-05-03,05/03/2017,AMGN
2017-05-04,05/04/2017,GSK
2017-05-04,05/04/2017,BHC
2017-05-04,05/04/2017,GILD
2017-05-04,05/04/2017,NVS
2017-05-05,05/05/2017,LLY
2017-05-08,05/08/2017,GSK
2017-05-09,05/09/2017,CEL.P
2017-05-10,05/10/2017,GSK
2017-05-11,05/11/2017,CEL.P
2017-05-12,05/12/2017,PFE
2017-05-15,05/15/2017,AMGN
2017-05-16,05/16/2017,CORT
2017-05-18,05/18/2017,CTVA
2017-05-18,05/18/2017,NVS
2017-05-19,05/19/2017,PFE
2017-05-19,05/19/2017,LLY
2017-05-19,05/19/2017,CTVA
2017-05-22,05/22/2017,CEL.P
2017-05-22,05/22/2017,NVO
2017-05-23,05/23/2017,CEL.P
2017-05-23,05/23/2017,AMGN
2017-05-23,05/23/2017,RBCN
2017-05-23,05/23/2017,GOLD
2017-05-24,05/24/2017,TARO
2017-05-24,05/24/2017,AMRX
2017-05-25,05/25/2017,GOL
2017-05-25,05/25/2017,PFE
2017-05-25,05/25/2017,AMRX
2017-05-26,05/26/2017,TARO
2017-05-26,05/26/2017,AMGN
2017-05-26,05/26/2017,REGN
2017-05-26,05/26/2017,NVS
2017-05-26,05/26/2017,PFE
2017-05-26,05/26/2017,BIIB
2017-05-31,05/31/2017,MRK
2017-05-31,05/31/2017,NVS
2017-05-31,05/31/2017,LCI
2017-05-31,05/31/2017,CTVA
2017-05-31,05/31/2017,GOLD
2017-06-01,06/01/2017,GOLD
2017-06-05,06/05/2017,AMGN
2017-06-06,06/06/2017,LLY
2017-06-07,06/07/2017,ABBV
2017-06-07,06/07/2017,BFAM
2017-06-07,06/07/2017,UTHR
2017-06-08,06/08/2017,GILD
2017-06-09,06/09/2017,ABBV
2017-06-12,06/12/2017,GSK
2017-06-15,06/15/2017,ABBV
2017-06-15,06/15/2017,AMRX
2017-06-16,06/16/2017,EQRR
2017-06-16,06/16/2017,NVS
2017-06-16,06/16/2017,TARO
2017-06-21,06/21/2017,GSK
2017-06-22,06/22/2017,NVS
2017-06-23,06/23/2017,TARO
2017-06-27,06/27/2017,OGN
2017-06-27,06/27/2017,TARO
2017-06-29,06/29/2017,ABBV
2017-06-29,06/29/2017,AMGN
2017-06-30,06/30/2017,CEL.P
2016-01-05,01/05/2016,CTVA
2016-01-05,01/05/2016,AGEN
2016-01-06,01/06/2016,BHC
2016-01-06,01/06/2016,PFE
2016-01-06,01/06/2016,GILD
2016-01-06,01/06/2016,NVS
2016-01-08,01/08/2016,PFE
2016-01-08,01/08/2016,LLY
2016-01-08,01/08/2016,TARO
2016-01-09,01/09/2016,TARO
2016-01-10,01/10/2016,PRGO
2016-01-10,01/10/2016,SCPL
2016-01-11,01/11/2016,MRK
2016-01-11,01/11/2016,LLY
2016-01-12,01/12/2016,AZN
2016-01-14,01/14/2016,ECL
2016-01-15,01/15/2016,AMAM
2016-01-15,01/15/2016,PFE
2016-01-15,01/15/2016,TARO
2016-01-15,01/15/2016,EQRR
2016-01-15,01/15/2016,OMER
2016-01-19,01/19/2016,ALKS
2016-01-19,01/19/2016,NVS
2016-01-19,01/19/2016,GILD
2016-01-21,01/21/2016,ALC
2016-01-21,01/21/2016,SNY
2016-01-21,01/21/2016,HALO
2016-01-21,01/21/2016,PFE
2016-01-21,01/21/2016,GILD
2016-01-22,01/22/2016,NVS
2016-01-22,01/22/2016,UTHR
2016-01-22,01/22/2016,EQRR
2016-01-23,01/23/2016,CEL.P
2016-01-25,01/25/2016,LLY
2016-01-26,01/26/2016,NVS
2016-01-26,01/26/2016,ABBV
2016-01-28,01/28/2016,SCPL
2016-01-28,01/28/2016,CL
2016-01-28,01/28/2016,UTHR
2016-01-28,01/28/2016,ABBV
2016-01-29,01/29/2016,ABBV
2016-01-29,01/29/2016,NVS
2016-10-03,10/03/2016,CTVA
2016-10-04,10/04/2016,ACI.S
2016-10-04,10/04/2016,CEL.P
2016-10-06,10/06/2016,LLY
2016-10-07,10/07/2016,AZN
2016-10-07,10/07/2016,EQRR
2016-10-11,10/11/2016,GOLD
2016-10-12,10/12/2016,CEL.P
2016-10-12,10/12/2016,AZN
2016-10-12,10/12/2016,NVS
2016-10-13,10/13/2016,ACOR
2016-10-14,10/14/2016,MRK
2016-10-14,10/14/2016,PFE
2016-10-17,10/17/2016,ABBV
2016-10-18,10/18/2016,ABBV
2016-10-19,10/19/2016,AZN
2016-10-19,10/19/2016,LLY
2016-10-22,10/22/2016,SCPL
2016-10-24,10/24/2016,AZN
2016-10-24,10/24/2016,WWD
2016-10-24,10/24/2016,BFAM
2016-10-24,10/24/2016,LCI
2016-10-24,10/24/2016,REGN
2016-10-24,10/24/2016,AYTU
2016-10-25,10/25/2016,ABBV
2016-10-25,10/25/2016,PFE
2016-10-25,10/25/2016,LLY
2016-10-25,10/25/2016,BHC
2016-10-25,10/25/2016,LCI
2016-10-25,10/25/2016,CORT
2016-10-26,10/26/2016,AZN
2016-10-27,10/27/2016,BHC
2016-10-27,10/27/2016,LLY
2016-10-27,10/27/2016,OMER
2016-10-28,10/28/2016,REGN
2016-10-28,10/28/2016,SCPL
2016-10-31,10/31/2016,AZN
2016-10-31,10/31/2016,CEL.P
2016-10-31,10/31/2016,BFAM
2016-11-01,11/01/2016,NVS
2016-11-01,11/01/2016,WNEB
2016-11-02,11/02/2016,PKE
2016-11-02,11/02/2016,ABBV
2016-11-02,11/02/2016,NVS
2016-11-02,11/02/2016,BCRX
2016-11-03,11/03/2016,PFE
2016-11-03,11/03/2016,NVS
2016-11-03,11/03/2016,CTVA
2016-11-04,11/04/2016,MMM
2016-11-04,11/04/2016,NVS
2016-11-07,11/07/2016,PFE
2016-11-07,11/07/2016,EQRR
2016-11-08,11/08/2016,PFE
2016-11-08,11/08/2016,SNY
2016-11-08,11/08/2016,AMAM
2016-11-08,11/08/2016,AMRX
2016-11-08,11/08/2016,TARO
2016-11-08,11/08/2016,ELAN
2016-11-09,11/09/2016,NVS
2016-11-09,11/09/2016,SCPL
2016-11-09,11/09/2016,AMRX
2016-11-10,11/10/2016,CEL.P
2016-11-10,11/10/2016,GILD
2016-11-13,11/13/2016,PRGO
2016-11-14,11/14/2016,TARO
2016-11-14,11/14/2016,SCPL
2016-11-15,11/15/2016,NVS
2016-11-18,11/18/2016,BHC
2016-11-21,11/21/2016,CHNG
2016-11-21,11/21/2016,NVO
2016-11-22,11/22/2016,ABBV
2016-11-22,11/22/2016,GSK
2016-11-25,11/25/2016,SNY
2016-11-28,11/28/2016,WNEB
2016-11-29,11/29/2016,NVS
2016-11-29,11/29/2016,GOL
2016-11-30,11/30/2016,ABBV
2016-11-30,11/30/2016,NVS
2016-11-30,11/30/2016,AMGN
2016-11-30,11/30/2016,RBCN
2016-11-30,11/30/2016,EQRR
2016-12-01,12/01/2016,PFE
2016-12-01,12/01/2016,FMS
2016-12-05,12/05/2016,CTVA
2016-12-06,12/06/2016,SCPL
2016-12-07,12/07/2016,PKE
2016-12-07,12/07/2016,GILD
2016-12-09,12/09/2016,NVS
2016-12-09,12/09/2016,ALKS
2016-12-12,12/12/2016,ALKS
2016-12-13,12/13/2016,LLY
2016-12-13,12/13/2016,MRK
2016-12-13,12/13/2016,EBS
2016-12-14,12/14/2016,OSMT
2016-12-14,12/14/2016,BHC
2016-12-15,12/15/2016,OGN
2016-12-15,12/15/2016,GILD
2016-12-15,12/15/2016,SCPL
2016-12-16,12/16/2016,PFE
2016-12-16,12/16/2016,BHC
2016-12-16,12/16/2016,PKE
2016-12-16,12/16/2016,ABBV
2016-12-16,12/16/2016,AGEN
2016-12-16,12/16/2016,MRK
2016-12-16,12/16/2016,EQRR
2016-12-16,12/16/2016,GOLD
2016-12-16,12/16/2016,RBCN
2016-12-16,12/16/2016,NVO
2016-12-19,12/19/2016,PFE
2016-12-19,12/19/2016,AZN
2016-12-19,12/19/2016,CLVS
2016-12-20,12/20/2016,LLY
2016-12-20,12/20/2016,AZN
2016-12-20,12/20/2016,PFE
2016-12-20,12/20/2016,GOLD
2016-12-21,12/21/2016,CHNG
2016-12-21,12/21/2016,PFE
2016-12-21,12/21/2016,TARO
2016-12-21,12/21/2016,BMY
2016-12-22,12/22/2016,CHNG
2016-12-22,12/22/2016,ABBV
2016-12-22,12/22/2016,BHC
2016-12-22,12/22/2016,GILD
2016-12-27,12/27/2016,CTVA
2016-12-28,12/28/2016,NVS
2016-12-29,12/29/2016,EQRR
2016-12-30,12/30/2016,PFE
2016-12-30,12/30/2016,AZN
2016-12-30,12/30/2016,GOL
2016-02-01,02/01/2016,PFE
2016-02-01,02/01/2016,GOL
2016-02-01,02/01/2016,NVO
2016-02-02,02/02/2016,AGEN
2016-02-03,02/03/2016,BHC
2016-02-04,02/04/2016,NVS
2016-02-05,02/05/2016,BHC
2016-02-05,02/05/2016,PRGO
2016-02-05,02/05/2016,BFAM
2016-02-05,02/05/2016,BMY
2016-02-08,02/08/2016,NVS
2016-02-08,02/08/2016,PFE
2016-02-09,02/09/2016,NVS
2016-02-09,02/09/2016,GILD
2016-02-09,02/09/2016,PFE
2016-02-10,02/10/2016,AZN
2016-02-11,02/11/2016,NVO
2016-02-11,02/11/2016,GILD
2016-02-12,02/12/2016,NVS
2016-02-12,02/12/2016,AZN
2016-02-12,02/12/2016,SCPL
2016-02-12,02/12/2016,GILD
2016-02-16,02/16/2016,BHC
2016-02-16,02/16/2016,GILD
2016-02-16,02/16/2016,SCPL
2016-02-17,02/17/2016,MNKD
2016-02-17,02/17/2016,GILD
2016-02-18,02/18/2016,PFE
2016-02-18,02/18/2016,ABBV
2016-02-18,02/18/2016,NVS
2016-02-18,02/18/2016,CTVA
2016-02-19,02/19/2016,LLY
2016-02-19,02/19/2016,NVS
2016-02-19,02/19/2016,MRK
2016-02-19,02/19/2016,GILD
2016-02-19,02/19/2016,PFE
2016-02-19,02/19/2016,AYTU
2016-02-20,02/20/2016,CTVA
2016-02-23,02/23/2016,TARO
2016-02-23,02/23/2016,GILD
2016-02-23,02/23/2016,PFE
2016-02-24,02/24/2016,PFE
2016-02-24,02/24/2016,CTVA
2016-02-24,02/24/2016,RBCN
2016-02-24,02/24/2016,GSK
2016-02-25,02/25/2016,ABBV
2016-02-25,02/25/2016,GILD
2016-02-25,02/25/2016,PFE
2016-02-25,02/25/2016,TARO
2016-02-25,02/25/2016,GOL
2016-02-26,02/26/2016,LLY
2016-02-26,02/26/2016,NVS
2016-02-26,02/26/2016,PRGO
2016-02-28,02/28/2016,SCPL
2016-02-29,02/29/2016,PFE
2016-02-29,02/29/2016,RBCN
2016-02-29,02/29/2016,CTVA
2016-02-29,02/29/2016,BIIB
2016-03-01,03/01/2016,OGN
2016-03-01,03/01/2016,AZN
2016-03-01,03/01/2016,NVS
2016-03-01,03/01/2016,GILD
2016-03-02,03/02/2016,NVS
2016-03-02,03/02/2016,AZN
2016-03-02,03/02/2016,TARO
2016-03-02,03/02/2016,AMGN
2016-03-02,03/02/2016,CEL.P
2016-03-03,03/03/2016,CTVA
2016-03-07,03/07/2016,NVO
2016-03-08,03/08/2016,PFE
2016-03-08,03/08/2016,AMYT
2016-03-08,03/08/2016,GILD
2016-03-09,03/09/2016,LLY
2016-03-09,03/09/2016,SNY
2016-03-09,03/09/2016,CTVA
2016-03-09,03/09/2016,GILD
2016-03-10,03/10/2016,NVS
2016-03-10,03/10/2016,GILD
2016-03-10,03/10/2016,INCY
2016-03-10,03/10/2016,BFAM
2016-03-11,03/11/2016,NVS
2016-03-11,03/11/2016,MRK
2016-03-11,03/11/2016,BCRX
2016-03-15,03/15/2016,GSK
2016-03-16,03/16/2016,AZN
2016-03-18,03/18/2016,BHC
2016-03-21,03/21/2016,GILD
2016-03-21,03/21/2016,BFAM
2016-03-22,03/22/2016,SCPL
2016-03-22,03/22/2016,LLY
2016-03-23,03/23/2016,CEL.P
2016-03-23,03/23/2016,PFE
2016-03-23,03/23/2016,BHC
2016-03-24,03/24/2016,NVS
2016-03-24,03/24/2016,OSMT
2016-03-24,03/24/2016,PFE
2016-03-24,03/24/2016,SCPL
2016-03-24,03/24/2016,AZN
2016-03-25,03/25/2016,PKE
2016-03-25,03/25/2016,GSK
2016-03-25,03/25/2016,BHC
2016-03-29,03/29/2016,NVS
2016-03-30,03/30/2016,AMAM
2016-03-30,03/30/2016,AMRX
2016-03-30,03/30/2016,ELAN
2016-03-31,03/31/2016,CEL.P
2016-03-31,03/31/2016,PFE
2016-04-01,04/01/2016,BHC
2016-04-04,04/04/2016,WWD
2016-04-04,04/04/2016,CTVA
2016-04-04,04/04/2016,AYTU
2016-04-04,04/04/2016,GILD
2016-04-05,04/05/2016,LLY
2016-04-07,04/07/2016,BHC
2016-04-07,04/07/2016,NVS
2016-04-07,04/07/2016,MNKD
2016-04-07,04/07/2016,CHNG
2016-04-08,04/08/2016,CHNG
2016-04-11,04/11/2016,PFE
2016-04-11,04/11/2016,NVS
2016-04-11,04/11/2016,ABBV
2016-04-12,04/12/2016,MRK
2016-04-13,04/13/2016,GOLD
2016-04-13,04/13/2016,BMY
2016-04-14,04/14/2016,NVS
2016-04-14,04/14/2016,BHC
2016-04-14,04/14/2016,WNEB
2016-04-15,04/15/2016,CHNG
2016-04-15,04/15/2016,GILD
2016-04-15,04/15/2016,GKOS
2016-04-19,04/19/2016,BHC
2016-04-19,04/19/2016,CTVA
2016-04-19,04/19/2016,AMGN
2016-04-21,04/21/2016,FMS
2016-04-22,04/22/2016,LLY
2016-04-22,04/22/2016,NVS
2016-04-22,04/22/2016,GILD
2016-04-22,04/22/2016,ABBV
2016-04-25,04/25/2016,GSK
2016-04-25,04/25/2016,JAZZ
2016-04-25,04/25/2016,AZN
2016-04-25,04/25/2016,EXEL
2016-04-26,04/26/2016,RBCN
2016-04-27,04/27/2016,NVS
2016-04-27,04/27/2016,ALC
2016-04-27,04/27/2016,AMGN
2016-04-27,04/27/2016,EQRR
2016-04-28,04/28/2016,GOLD
2016-04-28,04/28/2016,AMGN
2016-04-28,04/28/2016,TARO
2016-04-29,04/29/2016,GSK
2016-05-02,05/02/2016,PFE
2016-05-02,05/02/2016,CEL.P
2016-05-03,05/03/2016,CEL.P
2016-05-05,05/05/2016,PFE
2016-05-05,05/05/2016,RBCN
2016-05-05,05/05/2016,AMGN
2016-05-06,05/06/2016,NVS
2016-05-09,05/09/2016,PFE
2016-05-09,05/09/2016,HRTG
2016-05-09,05/09/2016,NVS
2016-05-09,05/09/2016,MRK
2016-05-09,05/09/2016,ASRT
2016-05-09,05/09/2016,BFAM
2016-05-09,05/09/2016,EQRR
2016-05-09,05/09/2016,CTVA
2016-05-09,05/09/2016,TARO
2016-05-09,05/09/2016,AMPH
2016-05-09,05/09/2016,AGEN
2016-05-10,05/10/2016,AMPH
2016-05-10,05/10/2016,BFRA
2016-05-11,05/11/2016,NVS
2016-05-12,05/12/2016,ABBV
2016-05-12,05/12/2016,OGN
2016-05-12,05/12/2016,AYTU
2016-05-13,05/13/2016,NVS
2016-05-13,05/13/2016,ABBV
2016-05-13,05/13/2016,BFAM
2016-05-13,05/13/2016,GOL
2016-05-17,05/17/2016,CEL.P
2016-05-19,05/19/2016,AZN
2016-05-19,05/19/2016,ALKS
2016-05-19,05/19/2016,TARO
2016-05-20,05/20/2016,NVS
2016-05-20,05/20/2016,ALKS
2016-05-20,05/20/2016,GSK
2016-05-20,05/20/2016,PFE
2016-05-20,05/20/2016,EXEL
2016-05-23,05/23/2016,PFE
2016-05-23,05/23/2016,AMYT
2016-05-23,05/23/2016,NVS
2016-05-24,05/24/2016,BHC
2016-05-24,05/24/2016,NVS
2016-05-24,05/24/2016,PFE
2016-05-24,05/24/2016,TARO
2016-05-24,05/24/2016,REGN
2016-05-24,05/24/2016,EQRR
2016-05-25,05/25/2016,NVS
2016-05-26,05/26/2016,ABBV
2016-05-26,05/26/2016,TARO
2016-05-26,05/26/2016,WNEB
2016-05-27,05/27/2016,NVS
2016-05-27,05/27/2016,AMRX
2016-05-27,05/27/2016,AMP
2016-05-27,05/27/2016,AZN
2016-05-27,05/27/2016,BIIB
2016-05-31,05/31/2016,FMS
2016-06-01,06/01/2016,GSK
2016-06-01,06/01/2016,SNY
2016-06-01,06/01/2016,NVS
2016-06-01,06/01/2016,LLY
2016-06-02,06/02/2016,TARO
2016-06-03,06/03/2016,CEL.P
2016-06-03,06/03/2016,GSK
2016-06-06,06/06/2016,PFE
2016-06-06,06/06/2016,CHNG
2016-06-06,06/06/2016,UTHR
2016-06-07,06/07/2016,ABBV
2016-06-07,06/07/2016,CEL.P
2016-06-07,06/07/2016,CHNG
